300,8000
290,7400
280,6100
270,6100
260,5300
250,4700
240,4450
230,4350
220,4270
210,4200
200,4110
190,4050
180,4000
170,3950
160,3963
150,3905
140,3870
130,3810
120,3690
110,3600
100,3575
90,3510
80,3460
0,3500
